team_one_win,duration,type,team_one_barons,team_two_barons,team_one_dragons,team_two_dragons,team_one_rift_heralds,team_two_rift_heralds,team_one_first_baron,team_one_first_blood,team_one_first_dragon,team_one_first_inhibitor,team_one_first_rift_herald,team_one_first_tower,team_one_assists,team_two_assists,team_one_level,team_two_level,team_one_kills,team_two_kills,team_one_obj_damage,team_two_obj_damage,team_one_deaths,team_two_deaths,team_one_gold,team_two_gold,team_one_double_kills,team_two_double_kills,team_one_damage,team_two_damage,team_one_enemy_monsters_killed,team_two_enemy_monsters_killed,team_one_cc_time,team_two_cc_time,team_one_healing,team_two_healing,team_one_champ_damage,team_two_champ_damage,team_one_cs,team_two_cs,team_one_vision_score,team_two_vision_score,team_one_top_avg_cs_diff,team_one_jungle_avg_cs_diff,team_one_mid_avg_cs_diff,team_one_bot_avg_cs_diff,team_one_top_avg_dmg_taken_diff,team_one_jungle_avg_dmg_taken_diff,team_one_mid_avg_dmg_taken_diff,team_one_bot_avg_dmg_taken_diff,team_one_top_avg_xp_diff,team_one_jungle_avg_xp_diff,team_one_mid_avg_xp_diff,team_one_bot_avg_xp_diff,team_one_top_champ,team_one_jungle_champ,team_one_mid_champ,team_one_bot_champ,team_one_top_champ_diff,team_one_jungle_champ_diff,team_one_mid_champ_diff,team_one_bot_champ_diff,team_one_top_champ_type,team_one_jungle_champ_type,team_one_mid_champ_type,team_one_bot_champ_type,team_two_top_champ,team_two_jungle_champ,team_two_mid_champ,team_two_bot_champ,team_two_top_champ_diff,team_two_jungle_champ_diff,team_two_mid_champ_diff,team_two_bot_champ_diff,team_two_top_champ_type,team_two_jungle_champ_type,team_two_mid_champ_type,team_two_bot_champ_type
0,1313,CLASSIC,0,1,0,3,0,1,0,0,0,0,0,0,16,20,55,65,10,21,4926,67739,21,10,32625,46863,1,2,286364,510245,0,38,69,171,17663,39646,34770,60893,401,464,72,80,-0.4,-1.7,0.35,-3,369.75,-274.1,-229.1,171.25,-58.05,-309,-45.65,-108.1,Volibear,Hecarim,Malphite,Senna,3,6,2,7,Fighter,Fighter,Tank,Marksman,Pantheon,Nocturne,Sylas,Jhin,4,4,5,6,Fighter,Assassin,Mage,Marksman
0,2291,CLASSIC,1,0,2,4,0,1,1,1,0,0,0,0,93,83,85,84,37,40,43750,61407,40,37,70583,73008,7,8,806562,862517,8,22,141,160,54365,93526,135399,127267,712,793,227,273,-0.875,0.625,-0.175,-1.275,-570.15,178.775,45.45,-148.95,34.575,101.1,-30.95,-12.05,Gragas,Nunu,Tristana,Ezreal,5,4,4,7,Fighter,Tank,Marksman,Marksman,DrMundo,Zac,Zoe,Kaisa,5,8,5,6,Fighter,Tank,Mage,Marksman
1,1535,CLASSIC,1,0,4,0,2,0,1,1,1,1,1,1,71,17,68,58,35,14,77099,7502,14,35,55808,37303,3,0,528903,321925,67,0,113,97,48740,17678,84137,65503,483,475,150,77,-0.8,0.2,-1.1,1.7,468.25,-218.15,84.2,83.4,30.7,194.75,36.15,2.7,Aatrox,Nunu,Galio,Rakan,4,4,5,5,Fighter,Tank,Tank,Support,Fizz,Hecarim,Orianna,Ezreal,6,6,7,7,Assassin,Fighter,Mage,Marksman
1,2161,CLASSIC,2,0,3,3,0,2,1,0,0,0,0,0,67,57,83,77,30,26,77100,76763,26,31,67884,64717,2,5,719387,778698,7,26,161,134,62530,56359,101058,106425,717,668,236,263,0.925,-0.9,1.825,-0.725,141.5,151.75,-6.45,-122.45,13.425,29.675,103.85,85.65,Renekton,Nunu,Leblanc,Bard,3,4,9,9,Fighter,Tank,Assassin,Support,Camille,Khazix,Galio,Kaisa,4,6,5,6,Fighter,Assassin,Tank,Marksman
0,1376,CLASSIC,0,0,1,3,0,1,0,0,1,0,0,0,5,40,59,62,5,16,17767,46955,16,5,36786,42799,0,2,424894,465795,0,10,124,58,22365,16249,27957,44736,609,499,104,124,1.4,-0.4,0,0,281.2,79.6,0,0,50.35,-94.1,0,0,Gnar,Nocturne,Syndra,Taric,8,4,8,3,Fighter,Assassin,Mage,Support,Malphite,Udyr,Corki,Ezreal,2,7,6,7,Tank,Fighter,Marksman,Marksman
1,1700,CLASSIC,1,0,4,0,1,1,1,1,1,1,1,1,61,19,72,62,34,11,85619,22857,11,34,55608,42487,5,1,637497,426600,27,0,129,91,36681,21605,93366,61446,529,541,143,115,0,0,0,0,0,0,0,0,0,0,0,0,,Gragas,Fizz,Bard,0,5,6,9,,Fighter,Assassin,Support,Kled,Kindred,Kassadin,Varus,7,4,8,2,Fighter,Marksman,Assassin,Marksman
1,2409,CLASSIC,2,1,2,4,0,2,0,0,1,1,0,0,66,63,89,85,36,36,95056,94506,36,36,80981,74599,5,2,1073010,916203,17,16,169,125,40875,34559,114097,123625,886,801,265,287,-0.5,0.85,0.975,0.8,333.325,130.8,-133.425,-69.85,29.475,121.725,96,147.15,Chogath,Graves,Ryze,Vayne,5,3,7,8,Tank,Marksman,Mage,Marksman,Urgot,Elise,Ekko,Aphelios,8,9,8,10,Fighter,Mage,Assassin,Marksman
0,2417,CLASSIC,1,2,2,4,1,1,0,0,0,0,1,0,62,62,87,89,25,33,73932,123038,33,25,71697,81647,3,5,1059252,1097209,19,34,136,110,47724,53997,123944,107608,882,860,197,276,-0.925,-0.275,0,0,11.05,223.2,0,0,-76.825,-5.425,0,0,Gnar,Kayn,Azir,Bard,8,8,9,9,Fighter,Fighter,Mage,Support,Riven,Viego,Akali,Draven,8,5,7,8,Fighter,Assassin,Assassin,Marksman
0,2223,CLASSIC,0,2,3,2,1,1,0,1,0,0,1,1,59,48,79,77,35,27,57932,89977,27,35,64287,64168,5,2,747442,662937,16,23,131,216,27760,60507,130650,79504,617,631,186,237,-0.4,-2.65,2.9,-0.4,-985.2,-158.35,391.55,-877.725,-23.2,-136.25,95.95,57.3,Malphite,Evelynn,Zed,Bard,2,10,7,9,Tank,Assassin,Assassin,Support,Maokai,MasterYi,Lulu,Thresh,3,4,5,7,Tank,Assassin,Support,Support
0,1557,CLASSIC,0,0,0,3,0,2,0,0,0,0,0,0,16,70,62,73,13,41,16666,60320,41,14,42884,55038,0,3,500453,571889,16,24,121,62,35923,47197,75529,97840,559,520,143,148,0,-1.65,1.4,0,0,207.1,-112,0,0,-144.9,4.7,0,Gragas,Hecarim,Syndra,Sivir,5,6,8,4,Fighter,Fighter,Mage,Marksman,Mordekaiser,Nidalee,Yone,Ezreal,4,8,8,7,Fighter,Assassin,Assassin,Marksman
0,1414,CLASSIC,0,1,0,3,0,1,0,0,0,0,0,0,13,33,59,66,10,25,17553,62570,25,10,38832,50904,1,1,422693,501895,0,20,91,64,20580,27964,46318,62193,503,555,113,124,0,0,0,-3.5,0,0,0,-158.85,0,0,0,-110.7,Sett,Udyr,,Senna,2,7,0,7,Fighter,Fighter,,Marksman,,Darius,Rumble,Draven,0,2,10,8,,Fighter,Fighter,Marksman
0,2153,CLASSIC,0,3,1,5,0,2,0,1,0,0,0,1,59,58,85,89,26,32,13759,140761,32,26,66000,77680,3,5,931182,1004776,4,76,120,111,66935,43229,105386,107819,847,763,170,215,0,0,2.22E-16,3.825,0,0,18.725,32.4,0,0,-14.125,70.35,,Vladimir,TwistedFate,Kaisa,0,7,9,6,,Mage,Mage,Marksman,Nasus,Graves,Cassiopeia,Draven,6,3,10,8,Fighter,Marksman,Mage,Marksman
1,2040,CLASSIC,1,1,4,1,0,2,0,1,1,1,0,0,88,79,84,76,44,40,62938,67670,40,44,70282,66201,8,8,708314,642858,20,25,178,139,61506,65107,135308,154234,615,556,227,178,0.5,-0.633333333,1.233333333,-0.133333333,213.5333333,-45.26666667,722.0333333,208.5666667,44.4,-25.66666667,105.9,-37.5,Sion,Lillia,Viego,Samira,5,8,5,6,Tank,Fighter,Assassin,Marksman,Vladimir,Udyr,Gangplank,Sett,7,7,9,2,Mage,Fighter,Fighter,Fighter
0,194,CLASSIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,270,0,0,4497,4768,0,0,15521,26453,0,0,1,5,903,924,1636,1614,30,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1740,CLASSIC,0,1,2,1,0,0,0,1,1,0,0,0,43,71,66,77,26,41,18929,44070,41,26,49149,61375,3,10,498871,530929,0,13,93,139,20735,50337,90740,88368,487,626,128,180,-1.9,-0.7,0.7,-2.45,-90.8,-98.55,-124.45,45.95,60.7,-9.4,-55.65,10.75,Malphite,Karthus,Velkoz,Bard,2,7,8,9,Tank,Mage,Mage,Support,Gnar,Viego,Kassadin,Senna,8,5,8,7,Fighter,Assassin,Assassin,Marksman
0,1684,CLASSIC,0,1,0,4,0,2,0,1,0,0,0,0,37,54,67,75,16,38,13702,79404,38,16,44260,60712,1,5,411644,685144,13,110,129,88,23884,42198,66246,90217,539,518,118,175,0,-0.55,0,0,0,39.95,0,0,0,-260.4,0,0,Urgot,Evelynn,Janna,Senna,8,10,7,7,Fighter,Assassin,Support,Marksman,,Karthus,Gragas,Kaisa,0,7,5,6,,Mage,Fighter,Marksman
0,1461,CLASSIC,1,0,1,3,0,1,1,1,0,0,0,0,43,64,63,66,24,35,33826,54953,35,24,47361,53701,5,3,466257,497209,4,0,105,134,26461,29851,68358,78250,455,493,116,109,0.4,0.15,0.1,-1,145.05,149.9,-37.3,-111,-6,21.6,-18.45,39.35,Urgot,Kayn,TwistedFate,Kaisa,8,8,9,6,Fighter,Fighter,Mage,Marksman,Yone,Udyr,Yasuo,Senna,8,7,10,7,Assassin,Fighter,Fighter,Marksman
0,1206,CLASSIC,0,0,0,3,0,2,0,0,0,0,0,0,15,55,52,60,10,34,9343,57166,34,10,32048,49607,0,4,322849,413224,5,16,73,61,14915,28192,41941,60447,417,442,79,78,1,-0.9,2,-3.35,100.65,509.05,-267.45,58.35,-29.4,-247.35,-28.35,-196.05,Gnar,Hecarim,Ryze,MissFortune,8,6,7,1,Fighter,Fighter,Mage,Marksman,Urgot,Shyvana,Sylas,Pyke,8,4,5,7,Fighter,Fighter,Mage,Support
1,1747,CLASSIC,1,0,1,3,2,0,1,0,0,1,1,1,41,21,76,68,22,13,63881,30491,13,22,59261,47238,2,2,769733,569902,46,5,104,77,36831,23511,73970,46516,772,681,196,193,1.7,0.2,1.15,0.6,-95.05,475.5,-94.25,210.35,22.3,108.7,60.65,-48.75,Yone,Lillia,Viktor,Jhin,8,8,9,6,Assassin,Fighter,Mage,Marksman,Gnar,Graves,Galio,Bard,8,3,5,9,Fighter,Marksman,Tank,Support
1,1253,CLASSIC,0,0,3,0,2,0,0,1,1,1,1,1,35,14,58,55,19,8,60752,11823,8,19,40334,31520,3,0,586073,315092,0,8,56,99,24014,16428,42504,37825,438,402,70,82,-0.85,0,0.05,1.65,-12.6,-782.25,178.9,187.7,30.65,33.7,-8.65,41.1,Rengar,Ivern,Yone,Vayne,8,7,8,8,Assassin,Support,Assassin,Marksman,Jax,Olaf,Neeko,Senna,5,3,5,7,Fighter,Fighter,Mage,Marksman
1,799,CLASSIC,0,0,1,0,1,0,0,1,1,1,1,1,9,0,43,35,10,1,30099,1999,1,10,26115,17568,1,0,200447,140184,4,0,33,20,11000,6292,19618,12828,311,245,39,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,2337,CLASSIC,1,1,4,2,1,0,0,1,0,1,1,1,51,46,83,79,36,27,88912,39719,27,37,71853,64781,5,2,942074,842003,28,25,106,115,46294,58658,129617,84339,758,729,307,211,0,0,0,0,0,0,0,0,0,0,0,0,,Kayn,Heimerdinger,Bard,0,8,8,9,,Fighter,Mage,Support,Singed,Evelynn,Kassadin,Aphelios,5,10,8,10,Tank,Assassin,Assassin,Marksman
0,1722,CLASSIC,0,1,3,1,1,0,0,1,1,0,1,1,28,70,65,72,16,32,41622,53835,32,16,45993,56068,1,3,474203,549436,5,13,81,115,36816,57246,65367,71124,532,554,152,168,0.15,-0.6,1.85,-2,26.4,105.75,6.4,-152.3,-13.55,-25.05,77.15,-88.5,Quinn,Rengar,Fizz,Yuumi,5,8,6,2,Marksman,Assassin,Assassin,Support,Singed,Zac,TwistedFate,Bard,5,8,9,9,Tank,Tank,Mage,Support
1,1682,CLASSIC,1,0,2,1,1,0,1,0,0,0,1,0,41,18,74,66,27,16,46174,26294,16,27,53675,47288,1,0,574549,513362,27,1,88,58,28445,21967,77565,61029,596,639,169,156,0,0.4,0,-2.05,0,161.65,0,-318.4,0,-9.5,0,50.25,Ornn,Rengar,Viktor,Bard,5,8,9,9,Tank,Assassin,Mage,Support,Lucian,Evelynn,,Yasuo,6,10,0,10,Marksman,Assassin,,Fighter
0,1753,CLASSIC,1,0,1,3,0,2,1,0,0,0,0,0,45,71,71,72,23,33,37832,57995,33,23,54404,57111,2,5,532422,490481,33,26,132,130,21228,48803,88513,72635,580,548,172,162,-2.45,0,2.4,0,-48.9,0,-26.45,0,-74.1,0,-9.25,0,Malphite,Skarner,Viktor,Senna,2,5,9,7,Tank,Fighter,Mage,Marksman,Camille,Bard,Lulu,Vayne,4,9,5,8,Fighter,Support,Support,Marksman
0,1438,CLASSIC,0,1,2,1,1,1,0,1,1,0,1,1,17,42,58,67,13,22,27139,74060,22,13,39300,49000,0,1,551865,538939,9,34,56,83,15626,28687,42974,55474,501,534,98,154,-2.45,0.75,-0.5,2.4,54.8,-645.05,136.4,111.4,-169.35,-34.4,-56.35,-50.55,MonkeyKing,Ivern,Cassiopeia,Kaisa,3,7,10,6,Fighter,Support,Mage,Marksman,Camille,Lillia,Ryze,Bard,4,8,7,9,Fighter,Fighter,Mage,Support
1,1273,CLASSIC,0,0,2,0,1,1,0,1,1,0,0,1,35,14,62,56,27,15,41633,16516,16,27,44543,34645,2,0,433709,324469,14,15,85,58,23659,9620,54565,41678,434,457,119,80,0,0,0,0,0,0,0,0,0,0,0,0,,Udyr,TwistedFate,Bard,0,7,9,9,,Fighter,Mage,Support,Sion,Blitzcrank,Orianna,Samira,5,4,7,6,Tank,Tank,Mage,Marksman
0,1913,CLASSIC,0,2,3,2,0,2,0,0,1,0,0,0,24,63,71,83,16,32,34857,87457,32,16,49645,67772,1,2,602980,745199,4,31,68,124,32009,54145,67584,84548,689,701,142,220,0,-0.566666667,0,0,0,-130.6666667,0,166.8,0,-171.7666667,0,-133,Fiora,Shyvana,Xerath,Alistar,3,4,8,7,Fighter,Fighter,Mage,Tank,,Udyr,Zed,Senna,0,7,7,7,,Fighter,Assassin,Marksman
1,1597,CLASSIC,1,0,3,1,2,0,1,0,0,1,1,1,64,49,68,60,32,23,84402,17441,23,32,55086,46592,3,3,495096,397091,23,4,83,66,33080,18070,63931,65025,407,467,112,149,-1.75,-1.05,-2.2,2.55,58.55,493.7,-45.6,245.4,-16.95,-19.5,-38.6,160.75,Malphite,Hecarim,Fizz,Aphelios,2,6,6,10,Tank,Fighter,Assassin,Marksman,Jayce,Graves,Orianna,Kaisa,7,3,7,6,Fighter,Marksman,Mage,Marksman
1,1480,CLASSIC,1,0,4,0,1,1,1,0,1,1,0,0,47,19,68,62,30,17,74823,14656,17,30,52625,43321,3,2,506769,425479,5,8,80,91,28543,34972,65823,46568,523,540,158,116,-1.75,-0.05,0,0,-147.4,-170.65,0,0,22.05,118.8,0,0,Camille,Udyr,Janna,Ezreal,4,7,7,7,Fighter,Fighter,Support,Marksman,Irelia,Zac,Kassadin,Vayne,5,8,8,8,Fighter,Tank,Assassin,Marksman
0,1640,CLASSIC,0,1,0,4,0,2,0,0,0,0,0,0,28,44,68,73,16,30,12233,82031,30,16,45219,56058,1,4,480043,609719,0,39,102,112,26573,30287,62171,88470,559,563,110,158,0,0,1.05,-1.6,0,0,349.75,-144.8,0,0,147.8,-253.5,Garen,Poppy,Gangplank,Lulu,5,6,9,5,Fighter,Tank,Fighter,Support,,Sett,Viktor,Bard,0,2,9,9,,Fighter,Mage,Support
1,193,CLASSIC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,11,1,0,398,0,0,1,5197,4340,0,0,22211,13880,0,0,2,2,1194,158,1554,1406,43,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1704,CLASSIC,0,1,1,3,2,0,0,0,0,0,1,1,35,72,65,72,22,38,46170,50072,38,22,48869,56084,2,4,516387,533966,13,16,83,140,26722,55543,80731,89545,527,480,129,142,1.6,1.05,0.6,0,47.65,-139.2,38.3,4.3,36.2,40.75,69.4,-108.8,Mordekaiser,MasterYi,Galio,Jhin,4,4,5,6,Fighter,Assassin,Tank,Marksman,Gragas,Nunu,Qiyana,Bard,5,4,8,9,Fighter,Tank,Assassin,Support
0,1453,CLASSIC,0,1,1,2,1,0,0,0,0,0,1,1,12,41,62,68,14,25,27547,49557,25,14,41685,47218,1,3,463082,585910,16,0,69,75,14024,17536,44639,56588,579,515,95,134,3.35,1.8,-2.75,1.6,-390.55,489.45,422.75,126.15,43.4,139,-160.8,-73,Karma,Udyr,Kassadin,Xayah,5,7,8,5,Mage,Fighter,Assassin,Marksman,Fizz,Ivern,Urgot,Bard,6,7,8,9,Assassin,Support,Fighter,Support
0,1629,CLASSIC,0,1,1,2,1,1,0,0,1,0,0,0,17,47,64,74,14,32,33571,76281,32,14,45973,59086,0,5,462348,628726,2,32,33,45,29963,35574,52137,71708,632,601,116,167,0,0.35,2.8,-1.75,0,-148.65,105.275,18,0,-175.5,111.6,-137.8,,Twitch,Fiora,Kaisa,0,6,3,6,,Marksman,Fighter,Marksman,,Kayn,Camille,Senna,0,8,4,7,,Fighter,Fighter,Marksman
0,1806,CLASSIC,0,1,0,4,1,1,0,1,0,0,1,0,35,63,67,77,27,44,25519,77604,44,27,52231,65299,2,4,536020,711145,0,46,95,134,39996,30102,78025,120739,507,589,111,170,-0.8,-0.433333333,0,0,461.8666667,339.4,0,0,-123.0666667,-161.7666667,0,0,Mordekaiser,Kayn,Twitch,Bard,4,8,6,9,Fighter,Fighter,Marksman,Support,Jayce,Graves,Galio,Nautilus,7,3,5,6,Fighter,Marksman,Tank,Tank
0,1473,CLASSIC,0,1,1,2,0,1,0,0,1,0,0,0,5,58,59,71,9,27,15829,63323,27,9,35100,51525,0,3,385392,515155,4,24,63,89,24135,25546,40769,75217,516,538,94,147,1.65,0.15,-1.3,-0.45,40.05,238.95,4.55,195.35,68.95,-104.2,-90.55,-106.9,Renekton,Olaf,Fizz,Rakan,3,3,6,5,Fighter,Fighter,Assassin,Support,Sett,Khazix,Yone,Bard,2,6,8,9,Fighter,Assassin,Assassin,Support
1,694,CLASSIC,0,0,1,0,1,0,0,1,1,1,1,1,25,4,37,32,17,6,24503,1681,6,17,23021,15954,0,0,145751,80952,4,0,39,28,7747,3198,18955,12685,227,138,16,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1494,CLASSIC,0,1,0,4,0,2,0,0,0,0,0,0,37,36,63,70,21,34,9836,72078,35,21,42347,53814,2,4,421609,492738,7,13,120,77,53886,27476,68910,87076,467,512,113,116,0,0.7,0,0,0,283.7,0,0,0,-38,0,0,Aatrox,Zac,Vayne,,4,8,8,0,Fighter,Tank,Marksman,,Katarina,Sejuani,,Samira,8,4,0,6,Assassin,Tank,,Marksman
0,1884,CLASSIC,0,1,2,2,0,0,0,0,1,0,0,1,37,80,74,78,31,35,25175,63849,35,31,58362,63762,6,2,666639,931227,20,7,168,199,59933,46768,108455,117956,606,651,212,145,0,0,-1.133333333,-0.433333333,0,0,79.36666667,-239.4,0,0,-96.16666667,-39.23333333,,Rengar,Vladimir,Bard,0,8,7,9,,Assassin,Mage,Support,Aatrox,Ivern,Kassadin,Sett,4,7,8,2,Fighter,Support,Assassin,Fighter
1,1314,CLASSIC,1,0,2,1,2,0,1,1,0,1,1,1,49,14,66,54,28,9,74533,6891,9,28,49353,31262,3,1,461470,285927,30,4,54,73,34128,10028,54427,31502,486,431,106,84,0.7,0.25,0,0,-352.05,368.65,0,0,97.05,137.35,0,0,Malphite,Olaf,Vladimir,Kaisa,2,3,7,6,Tank,Fighter,Mage,Marksman,Chogath,Taliyah,Jayce,Nautilus,5,5,7,6,Tank,Mage,Fighter,Tank
1,1439,CLASSIC,1,0,2,1,0,1,1,0,0,1,0,0,33,14,65,61,20,15,47663,33222,15,20,45223,42630,1,1,437742,440921,5,5,66,63,17331,24476,56891,46735,507,554,117,121,-2.45,0.95,1.4,-1.7,-117.65,-430.95,-165.85,-3.4,-78.8,32.05,-1.5,120.05,MonkeyKing,Graves,Orianna,Twitch,3,3,7,6,Fighter,Marksman,Mage,Marksman,Renekton,Fiddlesticks,Zed,Pantheon,3,9,7,4,Fighter,Mage,Assassin,Fighter
1,1839,CLASSIC,2,0,3,1,1,0,1,0,1,1,1,1,69,13,78,70,33,12,90536,18655,12,33,63234,51284,2,1,720902,621945,34,11,79,64,36144,19664,73933,50381,662,735,211,145,0.3,0.266666667,-0.733333333,-2.566666667,149.4,-171.8333333,-419.0666667,-270.6,114.8333333,182.1666667,70.76666667,104.9,MonkeyKing,Taliyah,Orianna,Bard,3,5,7,9,Fighter,Mage,Mage,Support,Cassiopeia,Evelynn,Talon,Blitzcrank,10,10,7,4,Mage,Assassin,Assassin,Tank
1,1787,CLASSIC,2,0,4,0,1,0,1,0,1,1,1,1,49,19,76,64,31,14,85382,5989,14,31,59656,42508,4,1,631984,465894,34,10,136,132,43028,28341,77596,67854,609,551,170,123,0.7,-0.15,0.2,1.75,-172.3,-367.85,195.3,-89,36.6,8.2,71.7,243.85,Sion,Poppy,Yasuo,Jhin,5,6,10,6,Tank,Tank,Fighter,Marksman,Akali,Ekko,Veigar,Xayah,7,8,7,5,Assassin,Assassin,Mage,Marksman
1,1741,CLASSIC,1,0,3,2,1,0,1,0,0,1,1,1,29,13,74,70,14,10,70223,33004,10,14,52939,46097,1,0,649398,599780,13,8,99,51,29118,27710,75324,53611,726,706,150,153,-0.2,0.4,-1,0.3,-620.55,-143.5,-9.15,-41.95,76.7,-79.25,-58.65,-36.9,Malphite,Pantheon,Galio,Aphelios,2,4,5,10,Tank,Fighter,Tank,Marksman,Nasus,Kindred,Fizz,Bard,6,4,6,9,Fighter,Marksman,Assassin,Support
1,3074,CLASSIC,1,3,4,3,0,1,0,0,0,0,0,0,106,40,90,87,42,22,83292,115636,22,42,85735,84011,4,0,1031976,1065513,17,44,300,232,61696,55860,159019,131061,862,878,379,330,-0.3875,-0.3125,0.4375,-1.3375,-323.9625,379.325,-171.35,-426.6,13.825,-29.4125,-15.95,101,Sion,Udyr,Syndra,Ashe,5,7,8,4,Tank,Fighter,Mage,Marksman,Gnar,Graves,TwistedFate,Kaisa,8,3,9,6,Fighter,Marksman,Mage,Marksman
1,1111,CLASSIC,0,0,2,1,1,0,0,0,0,1,1,1,27,10,55,46,19,8,49196,15355,8,19,38522,29910,3,0,375274,285799,25,3,40,25,18426,12112,41358,24314,391,415,102,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1631,CLASSIC,0,1,0,4,0,2,0,0,0,0,0,0,28,17,68,74,17,23,9666,89280,23,17,45920,56490,1,1,502712,720531,0,26,116,59,23483,44811,66825,61226,603,652,107,143,-2.05,0.3,-2.25,1.05,66.45,-61.2,-339.9,107.4,-153.9,-284.5,-95.4,59.05,Aatrox,Nunu,Galio,Senna,4,4,5,7,Fighter,Tank,Tank,Marksman,Mordekaiser,Udyr,Katarina,Kaisa,4,7,8,6,Fighter,Fighter,Assassin,Marksman
1,1212,CLASSIC,0,0,2,1,1,0,0,0,0,0,1,1,55,15,56,50,27,9,43996,11466,9,27,38585,31926,2,1,334731,298057,35,12,111,86,26159,15064,48768,36620,374,402,104,72,0,0,-0.7,0,0,0,-246.05,0,0,0,-2.35,0,,Udyr,Lux,Trundle,0,7,5,5,,Fighter,Mage,Fighter,,Irelia,TwistedFate,Jhin,0,5,9,6,,Fighter,Mage,Marksman
1,1773,CLASSIC,1,0,2,3,1,1,1,0,0,1,1,0,53,15,72,64,22,12,59801,43105,12,22,53509,47515,0,0,768676,534841,6,5,98,104,32123,25591,66315,50487,637,690,207,173,1.95,-0.25,-0.15,-3.3,46.05,-765.55,-225.4,100.9,50.9,43.3,-12.75,-90.15,Aatrox,Ivern,Orianna,Kaisa,4,7,7,6,Fighter,Support,Mage,Marksman,Shen,Khazix,Chogath,MissFortune,4,6,5,1,Tank,Assassin,Tank,Marksman
1,2021,CLASSIC,1,0,2,3,1,0,1,0,0,1,1,0,53,43,77,78,35,34,72949,45606,34,35,66221,64336,5,3,762467,724502,29,8,93,165,46565,39968,100226,98721,662,714,201,196,0,0,0,0,0,0,0,0,0,0,0,0,,Yasuo,Ekko,Jhin,0,10,8,6,,Fighter,Assassin,Marksman,Camille,RekSai,Zoe,Thresh,4,3,5,7,Fighter,Fighter,Mage,Support
0,940,CLASSIC,0,0,0,2,0,1,0,0,0,0,0,0,8,27,42,50,8,24,1706,27309,25,8,22086,33954,0,4,167338,256790,3,13,59,78,12093,18395,29711,40899,237,317,44,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1500,CLASSIC,0,0,2,1,1,1,0,0,0,0,0,0,52,21,69,62,30,15,34373,27296,16,30,50072,41695,5,2,566287,388796,51,1,105,104,37285,22490,81051,64416,533,533,156,102,-0.7,0.9,-0.25,0.05,307.5,30.1,184.95,-494.1,-20.55,153.4,69,104.9,Illaoi,Lillia,Yone,Bard,4,8,8,9,Fighter,Fighter,Assassin,Support,Gnar,Viego,Zoe,MissFortune,8,5,5,1,Fighter,Assassin,Mage,Marksman
1,699,CLASSIC,0,0,1,0,1,0,0,0,1,0,1,0,19,3,40,35,18,5,18352,1820,5,18,23532,17257,2,0,160507,125190,15,4,35,26,9959,7819,21152,14752,217,248,42,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1730,CLASSIC,1,0,4,0,2,0,1,1,1,1,1,1,82,40,77,66,41,21,86111,19515,21,42,61389,46481,5,0,672731,514700,17,5,198,193,70834,42602,117352,121309,573,489,160,142,2.22E-16,0.55,-1.55,2.8,-299.65,413.85,320.9,375.2,24.35,46.3,-72.45,75.35,Chogath,Hecarim,Talon,Leona,5,6,7,4,Tank,Fighter,Assassin,Tank,Camille,Kayn,Lissandra,Janna,4,8,6,7,Fighter,Fighter,Mage,Support
0,612,CLASSIC,0,0,0,0,0,0,0,0,0,0,0,0,2,3,29,37,2,6,603,3525,6,2,13643,17999,0,1,97630,131768,0,4,21,20,5051,11504,11026,10534,165,282,21,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1641,CLASSIC,1,0,3,1,0,2,1,0,0,1,0,0,54,11,69,63,30,14,62205,38137,14,30,52086,44367,1,0,529247,495782,26,0,155,73,22997,51931,87205,54473,577,561,173,127,-1.9,0.7,-0.45,2,-522.4,-774.9,-199.25,-221.6,-6.3,33.9,14.7,172.35,Ornn,Elise,Karma,Thresh,5,9,5,7,Tank,Mage,Mage,Support,Kled,Nunu,Vladimir,Tristana,7,4,7,4,Fighter,Tank,Mage,Marksman
